weeks,event,age,logsalary,married,isfemale,hasChildren,caucasian
3,1,45,7.342857804,1,0,1,1
5,0,45,4.883274385,1,1,0,0
25,0,61,5.383425622,0,1,0,1
10,1,36,5.107504665,1,0,1,1
2,0,22,5.494181956,1,0,0,1
0,0,36,5.520118836,1,0,1,1
20,0,43,5.692967485,1,0,1,0
13,0,59,6.086871868,1,0,0,1
15,1,25,4.948852117,0,1,1,1
2,0,49,5.6278982,1,0,0,1
15,0,29,5.356058367,1,0,0,1
0,0,45,4.915238544,1,1,0,1
1,0,23,4.861871445,0,1,0,1
3,0,22,5.692152635,0,1,0,1
15,1,43,5.956937015,1,0,0,1
2,0,39,5.978745903,1,0,1,1
9,0,28,5.74909509,1,0,1,1
2,0,32,5.515133736,1,0,1,1
5,1,38,5.706746583,1,1,1,1
8,0,22,4.809729693,0,0,0,1
1,1,45,5.348038654,0,1,0,0
6,1,41,4.723655692,1,0,1,1
13,0,26,4.921180679,1,0,0,1
0,0,33,5.491815723,0,0,0,1
4,0,23,5.000502154,0,0,0,0
1,0,37,5.690797275,0,0,0,1
2,0,47,5.619939279,0,1,1,1
5,0,42,5.274798426,0,1,1,0
4,0,58,5.847900534,1,0,1,1
2,0,23,5.07956442,0,1,0,0
2,1,26,5.631684672,1,0,0,1
3,0,23,5.074330756,0,0,1,1
3,1,23,5.564670923,1,1,0,1
12,0,36,6.254675519,1,0,1,0
8,1,50,5.483628707,1,1,0,1
5,1,24,4.946833371,0,1,0,1
18,0,50,6.066252285,0,0,1,1
10,0,51,5.85317177,0,1,1,1
7,1,34,4.921034379,0,1,0,1
1,1,42,6.431612306,1,0,0,1
6,1,46,5.701582151,1,0,0,0
6,0,50,6.533908142,0,0,0,1
1,0,22,5.167105365,1,0,0,1
5,0,50,6.233474289,1,0,1,1
3,0,48,6.610071137,1,0,1,1
5,0,30,5.742783807,0,0,0,0
6,1,24,5.360171258,1,0,0,1
3,0,33,6.23333494,1,1,1,1
0,0,30,5.517909031,0,1,1,1
1,0,34,5.059422063,1,1,1,1
14,1,57,5.678235433,1,0,0,1
5,1,35,5.135971966,0,0,1,1
2,0,26,5.859186708,1,0,1,1
4,1,27,5.4724291,1,0,1,1
2,0,32,5.450383463,1,1,1,0
11,0,24,5.198197443,0,0,0,1
26,0,29,6.088667068,1,0,1,1
7,0,51,5.247903492,0,0,0,1
2,1,29,5.48294924,0,0,0,1
6,0,31,5.290925404,1,0,0,1
2,0,43,5.217345476,1,1,0,1
2,0,56,5.966644908,1,1,0,1
3,0,48,6.244537315,1,0,1,1
2,0,41,5.63750523,1,0,1,1
0,0,32,5.035250247,1,1,1,1
6,0,43,4.401889922,1,0,0,1
4,0,41,5.661682965,1,1,1,1
8,1,38,5.340595193,0,1,1,1
20,1,21,5.91665161,0,0,0,1
1,0,21,5.676326729,1,0,0,1
3,1,22,6.014745052,0,0,0,1
13,0,29,4.848723792,0,0,0,1
5,1,42,5.931744947,0,1,1,1
1,0,42,6.118411717,1,0,1,1
6,0,22,5.160336151,0,0,0,1
13,0,33,4.831406331,1,1,1,1
3,0,26,6.260208823,0,0,0,1
1,0,28,5.66293356,0,0,0,1
1,0,45,6.596033876,1,0,0,1
7,1,51,5.567500585,1,0,1,1
0,0,51,6.740366679,1,0,1,1
1,0,29,5.649172122,0,0,0,1
7,0,53,5.795599478,1,0,0,1
3,0,33,5.932526597,0,0,0,0
4,1,26,5.881598073,1,0,1,1
2,0,22,5.058386218,0,0,0,1
19,0,42,6.287909574,0,0,0,1
1,1,36,6.801607791,1,0,0,1
2,1,41,5.861318474,1,0,1,1
3,0,21,5.226907622,0,0,0,1
2,1,41,5.359272105,0,0,0,1
14,0,43,4.785130868,1,0,1,1
9,0,59,5.16481444,0,1,0,1
3,0,25,5.375299421,1,0,1,1
2,0,36,5.146883384,1,0,1,1
7,0,48,6.548386404,1,0,1,1
2,0,57,5.770189571,1,0,0,1
5,0,42,6.147291784,1,0,1,1
5,1,50,5.611628708,0,1,1,1
2,0,44,5.237125461,1,1,1,1
15,0,58,5.507151725,1,1,0,1
9,0,33,5.791281293,1,0,1,1
6,0,35,6.148159644,1,0,1,1
3,0,32,5.550707906,1,1,0,1
4,0,25,5.902418069,0,0,0,1
4,0,54,4.958776876,0,0,0,1
20,1,37,5.672212284,0,1,1,1
1,0,32,6.250032833,1,1,1,1
2,0,41,4.925417085,0,0,0,1
10,0,24,5.903344385,0,0,0,1
5,1,39,5.777318014,1,0,1,1
1,0,28,4.488843173,1,0,0,1
0,0,23,4.439732692,1,1,0,1
2,0,35,6.162043401,0,0,0,1
3,0,36,5.311107324,0,1,0,1
4,1,59,6.763157051,1,0,0,1
8,0,39,6.103088803,1,0,1,1
12,0,37,5.178763727,1,0,0,1
1,0,45,5.785565432,0,1,0,1
7,0,22,5.987797234,1,1,1,1
12,1,24,5.496853489,0,0,1,0
0,0,35,6.290879497,0,0,0,1
3,1,51,5.826251359,1,1,0,1
2,0,22,6.30925466,0,0,0,1
9,0,33,6.219749269,1,1,1,1
1,0,51,5.165376459,0,0,0,1
19,0,49,6.108206119,1,1,0,1
6,0,27,6.612424942,1,0,1,1
9,0,34,5.036760458,0,0,0,1
4,0,36,5.538997546,1,0,1,0
0,1,35,5.474137309,1,0,1,0
13,0,29,4.764727696,1,1,1,0
4,0,23,4.892073294,1,1,1,1
13,0,23,4.926099296,1,1,1,1
0,0,61,6.968558281,1,0,0,1
7,1,55,6.206721677,1,1,0,1
8,0,41,6.279824498,1,1,0,1
6,0,31,5.110339738,1,1,1,0
7,0,31,4.981532625,0,1,0,0
1,0,22,5.449086133,1,0,1,0
1,0,29,4.966945294,0,1,0,1
6,0,34,5.415113926,1,0,1,1
15,0,54,7.178845644,1,0,0,1
15,0,31,5.427711557,1,1,1,1
16,0,34,5.688449474,1,1,1,1
13,0,49,6.393088312,1,0,1,0
2,0,60,5.401839808,1,0,0,1
3,1,22,5.5597452,0,0,0,1
13,1,31,5.151708186,1,0,1,1
18,0,54,6.075412234,1,0,1,1
2,1,23,6.348736424,0,0,0,1
1,1,33,5.468977095,1,0,1,1
2,0,24,5.354768943,0,1,0,1
3,1,30,6.35478044,0,0,0,1
6,0,23,4.55326503,0,0,1,1
6,0,47,4.862265474,0,0,0,1
6,0,36,5.226247071,1,1,0,1
16,0,25,6.31045889,0,0,0,1
9,0,22,6.017033248,0,0,1,1
4,0,60,5.575788916,0,1,0,1
2,0,24,4.156077282,1,0,1,1
17,0,29,6.010630356,1,1,1,1
1,0,26,5.535279034,1,1,1,1
17,0,32,5.639636595,1,0,1,0
2,1,31,5.781964159,1,0,1,1
2,0,28,5.596404236,1,0,0,1
14,0,38,6.713103702,1,0,0,1
6,1,41,5.913991225,1,0,1,1
3,0,27,5.061999848,1,0,1,1
10,1,30,5.757465729,0,1,0,1
4,0,23,4.579231206,0,1,0,0
1,0,26,4.999478592,0,0,0,0
3,0,25,5.232630626,0,1,0,0
6,0,37,4.895945498,1,1,1,1
12,0,37,6.074641954,0,0,0,1
6,0,35,6.427427987,1,0,1,1
2,0,36,4.273690779,1,1,1,1
2,0,22,5.760153321,0,0,0,1
13,0,49,5.9438341,1,0,1,1
10,0,45,5.748983985,1,1,0,1
4,0,41,5.593312573,1,0,1,1
4,0,47,6.550108921,1,0,1,1
13,0,41,4.65168674,0,1,0,1
6,0,38,6.12051167,1,0,1,0
10,0,57,7.199768848,0,0,0,1
7,0,35,5.411960912,1,0,1,1
14,1,28,5.353108688,1,0,0,1
5,1,29,5.982362915,1,0,1,1
3,0,35,5.658225236,1,0,1,1
7,1,27,5.419829242,1,0,1,1
6,0,20,5.082166303,0,0,0,1
13,1,46,5.114492104,1,0,1,1
8,1,22,5.129723546,1,1,1,1
24,0,56,5.582558063,1,1,0,1
19,0,30,6.576835825,1,0,1,1
14,0,51,5.862593556,1,0,0,1
15,0,52,6.312040389,0,0,1,1
20,0,57,5.28265315,0,0,0,1
3,0,32,5.812292173,1,0,1,1
22,0,46,6.903182666,0,0,0,1
16,0,20,5.133437423,0,0,0,1
19,0,47,6.276999826,0,0,0,1
5,1,26,5.340567706,1,0,1,1
11,0,26,5.29163688,0,0,1,1
1,1,37,5.403300153,1,0,1,1
1,0,32,6.116409328,1,0,1,1
5,0,50,5.577457068,1,0,1,1
2,1,27,5.910951796,1,0,1,1
15,0,46,6.195217777,1,0,1,1
0,1,39,4.946316804,0,1,1,1
15,1,37,6.64419423,1,0,1,1
2,0,36,5.518666045,0,1,0,1
0,1,44,6.232172991,1,0,1,1
10,0,53,5.793108772,1,0,1,1
6,0,47,5.692547913,1,1,0,1
3,1,45,6.943537553,1,0,1,1
2,1,30,5.720154908,1,0,1,1
0,1,36,5.086340775,1,1,1,1
6,0,35,6.041633835,0,0,0,1
17,0,20,5.669495917,0,0,0,1
5,0,23,5.514032413,0,0,0,1
12,1,58,6.37002164,1,0,1,1
4,0,48,4.970345725,1,0,0,0
5,1,28,6.412745708,0,0,1,1
13,0,52,5.805074915,0,1,0,0
1,0,37,5.056396794,1,1,1,1
4,0,33,5.956646072,0,0,0,1
6,0,29,5.441361087,0,0,0,1
1,1,47,5.687632618,1,0,0,1
8,0,28,5.472474217,1,0,1,1
13,0,36,6.104099097,1,0,1,1
6,0,38,5.603530149,1,0,1,1
1,1,28,5.330363685,1,1,1,1
1,0,22,4.874193359,1,1,1,1
13,0,25,5.209831035,0,1,0,1
22,0,50,5.959660166,1,0,0,1
8,0,49,5.186217747,1,1,0,1
12,0,32,5.300985334,1,0,1,1
22,0,35,5.492651965,1,0,1,1
14,1,40,5.691142836,0,1,0,1
8,0,34,4.92294989,0,1,1,1
1,1,51,5.733820884,1,0,0,1
8,0,38,6.461673166,1,0,1,1
14,1,32,5.981777362,1,1,1,1
15,0,47,5.232156575,0,0,0,0
2,0,28,6.12412186,0,0,0,1
13,0,61,6.197228917,0,0,0,0
13,0,54,6.670970365,0,0,0,0
3,0,23,6.12515664,0,0,0,1
13,1,37,6.086333202,1,1,0,1
4,0,56,5.172999408,0,0,0,0
3,0,41,6.146481456,1,0,1,0
1,1,31,5.341940233,1,0,0,0
9,0,36,6.002094669,1,0,1,0
2,1,25,6.480285254,0,1,0,1
5,0,31,5.646552276,1,0,1,0
1,0,41,6.098926358,0,0,0,1
7,0,26,5.536697628,0,1,0,0
0,0,55,5.932412403,0,0,0,0
13,0,48,6.355846253,1,0,0,1
12,0,26,5.404542684,1,0,1,1
25,0,60,5.616382846,1,0,1,1
5,0,22,5.3550113,0,0,0,1
3,0,54,5.185328206,1,1,0,1
9,0,57,5.735829346,1,1,0,1
5,0,33,5.337771585,1,1,0,1
2,0,34,5.196147795,0,1,0,1
16,0,26,5.768912905,1,1,0,1
2,1,30,5.824720182,0,0,0,1
1,1,27,5.443615577,1,0,1,1
5,1,49,5.989305176,1,0,1,1
14,0,55,5.84127905,1,0,0,1
0,1,30,5.46175853,1,0,1,1
2,0,36,5.852955175,0,0,0,1
2,1,36,5.859421953,1,0,1,1
1,0,41,5.571975952,1,0,1,1
0,0,35,5.123066253,1,0,1,1
6,0,25,5.646108093,1,0,1,1
5,0,24,5.520796653,0,0,1,1
2,0,32,4.90331209,0,1,0,1
1,0,27,5.039436621,1,0,1,1
2,1,32,5.451674966,1,0,1,1
2,0,51,5.929051473,0,1,0,1
3,0,31,5.636018266,0,0,0,1
2,0,24,5.489795979,0,0,0,1
6,0,52,5.303946672,1,1,0,1
5,0,60,6.009656386,0,1,0,1
7,0,49,5.634512626,1,0,0,1
16,0,52,6.130688692,0,0,0,1
8,0,27,5.581397582,0,0,0,1
3,0,34,6.106562366,1,1,0,1
0,1,49,6.020249236,1,0,0,1
8,0,26,6.346092498,1,0,1,1
13,0,54,6.568762707,0,0,0,1
5,0,27,6.070712812,1,1,1,1
14,0,45,6.366969755,1,0,0,1
17,1,37,6.265586498,0,0,0,1
22,0,55,5.632773824,0,1,0,1
2,1,30,5.545367667,0,1,1,1
2,0,29,5.266423919,0,0,0,1
15,0,30,6.420748576,1,0,1,1
13,0,43,5.86884342,0,0,0,1
2,1,31,5.92939396,0,1,0,1
5,0,41,6.235942909,1,1,1,1
12,1,26,5.595671574,0,0,0,1
2,1,34,6.620283944,1,0,0,1
1,1,38,5.264887628,1,1,1,1
6,0,44,5.351113401,1,0,1,1
25,0,52,5.926290225,1,1,1,1
21,0,49,6.056050095,1,0,1,1
5,0,35,6.730688229,1,0,1,1
6,0,45,6.055938631,1,0,1,1
0,0,24,6.22295333,0,0,0,1
13,0,33,5.543866971,0,0,0,1
1,1,32,4.996906029,1,0,1,1
1,0,20,4.928252527,1,0,0,0
6,0,49,5.620451211,1,1,0,1
0,1,43,5.599146227,0,1,0,1
5,1,27,5.818169329,1,0,0,1
1,0,22,6.24175765,0,0,0,0
0,0,31,5.031149892,0,1,0,0
1,0,26,5.711386158,1,1,1,1
5,0,27,5.500160823,0,0,0,1
4,0,26,5.563442335,0,0,0,1
5,0,31,5.396444978,0,1,0,1
0,0,34,5.782934396,1,0,0,0
1,0,32,5.216759156,0,1,0,1
9,0,34,6.078028036,1,0,0,1
20,0,30,5.460854108,1,0,0,1
6,0,34,5.270980356,0,0,0,1
2,0,40,6.174558959,1,0,1,1
23,0,56,5.507444119,1,0,0,1
2,0,30,6.748572441,0,0,0,1
16,0,32,5.392281321,0,1,0,1
3,0,40,5.513392551,1,0,0,1
2,0,20,5.759682063,0,1,1,0
2,1,42,5.873981371,1,0,0,1
10,0,55,5.854676125,1,0,0,1
2,1,22,4.991816422,1,1,0,1
15,0,43,4.829709822,0,0,1,1
8,1,37,5.945266035,1,0,1,1
6,0,39,5.789792014,1,1,1,1
8,0,24,5.463611484,1,0,1,1
4,0,38,5.980709661,1,0,1,1
19,0,22,5.826721705,0,0,0,1
1,0,36,5.607911126,1,0,1,1
8,0,61,6.520418999,0,0,0,1
7,0,42,6.274920826,1,0,1,1
12,0,40,5.255231517,0,0,0,1
3,0,20,4.702763977,0,0,0,1
2,0,27,5.409800682,0,0,0,1
1,1,43,6.169569385,0,0,0,1
4,0,28,6.047423438,0,0,1,1
7,0,42,6.162684665,1,0,1,1
5,0,46,5.905817905,1,0,0,1
2,0,28,5.640112523,1,0,1,1
8,0,31,5.409159986,1,0,1,0
2,1,26,5.27374865,1,0,1,1
5,0,26,5.424590888,1,1,1,1
20,0,43,7.056832013,1,0,1,1
7,0,28,5.22900601,1,0,1,1
2,1,39,6.415733074,1,0,1,1
4,0,54,5.765030521,0,0,0,1
2,1,32,6.012170157,1,0,1,1
3,0,28,5.445897896,0,0,0,1
0,1,41,5.151064837,1,0,1,1
5,0,46,5.954514124,1,1,1,1
1,1,20,5.280882425,0,0,0,0
13,1,35,5.936156167,1,0,1,1
4,1,22,5.586786148,0,1,0,1
7,0,33,5.673541492,1,1,0,0
3,0,38,5.521660444,1,0,1,0
1,0,30,5.593334473,1,0,0,1
1,0,21,5.404442923,0,0,0,1
0,1,58,5.925296818,0,0,0,1
5,0,37,6.554785801,1,0,1,1
7,1,37,6.062229652,1,1,0,1
0,1,39,6.511990715,1,0,1,1
11,0,25,5.602821741,1,0,1,0
6,0,40,6.308103521,1,1,0,1
4,0,44,5.80058352,1,1,0,1
1,1,25,5.7808137,1,0,1,1
1,0,25,5.328189824,1,1,1,1
3,1,54,5.917229511,0,1,0,1
2,1,46,5.717154084,1,1,0,1
4,1,30,5.206234006,1,1,0,0
1,0,45,5.619023021,1,0,1,1
3,0,35,6.287279626,1,0,1,1
7,0,49,5.704018999,0,1,0,1
0,0,20,5.014083664,0,1,0,1
5,0,39,5.420959977,1,0,0,1
13,0,40,6.07543571,0,0,0,1
28,0,26,5.572551556,0,1,0,1
1,1,43,6.60881058,0,0,1,1
7,0,32,5.781276874,1,0,1,1
0,0,30,6.47312506,1,1,1,0
3,1,28,5.121341097,0,0,0,1
2,0,25,4.620127447,0,1,1,1
6,1,49,4.729516711,1,0,1,1
3,0,34,5.500634709,1,1,0,1
2,1,34,5.883464416,1,0,1,1
1,0,31,6.182630441,1,0,1,1
15,0,20,4.973220501,0,0,0,0
4,0,33,6.229917567,1,0,1,1
2,0,38,5.699268587,1,0,1,1
3,0,24,5.382512052,1,1,1,0
17,0,31,5.614639221,1,1,1,1
12,0,30,6.024821162,1,0,1,1
2,0,56,6.013959783,1,0,0,1
3,0,33,5.850790623,1,0,1,1
1,0,41,5.718490507,1,1,0,1
4,0,25,4.998812517,1,1,1,1
9,1,57,5.007385767,1,1,0,1
0,1,24,5.949774819,0,0,0,1
6,0,32,5.78269089,0,0,0,0
0,0,41,5.371115866,1,1,1,1
6,0,27,5.904869527,0,0,0,0
7,0,30,5.711339644,0,0,0,1
1,0,49,5.531954287,1,1,0,1
0,0,33,5.971340562,0,0,0,1
3,0,21,5.433978061,0,0,1,0
4,0,20,5.494099665,0,0,1,0
2,0,21,5.57446128,1,0,1,1
7,0,31,5.985441366,0,0,0,1
12,0,45,6.476401875,0,0,0,1
12,0,52,4.995992486,1,0,0,1
2,0,39,6.101650181,1,0,1,1
4,1,36,6.697825926,1,0,0,1
0,0,38,2.685501671,1,0,1,1
6,0,45,6.347846884,1,0,1,1
1,0,39,5.821504725,1,1,0,1
4,1,28,5.750642725,1,0,1,1
1,0,26,5.447580759,1,1,0,1
1,1,50,5.363102619,1,1,0,1
8,0,56,5.852497534,1,0,0,1
9,0,26,5.909519425,0,1,1,0
2,0,28,5.852572254,0,0,0,1
11,0,41,6.396479629,1,1,1,1
2,0,55,5.530845423,0,1,0,1
2,0,53,5.475783177,1,0,0,1
2,0,45,5.416403397,0,1,0,1
5,0,34,5.340817555,1,0,1,1
1,0,32,5.47893428,0,0,0,0
2,0,33,5.893233586,1,1,0,1
6,0,25,5.691520302,0,0,1,0
5,0,24,6.07293644,1,1,0,1
2,0,25,5.585448285,0,0,0,1
12,1,53,6.858298519,1,0,0,1
4,0,35,4.65253856,1,0,0,0
10,0,27,5.398641663,0,0,0,1
7,0,21,5.566510693,0,0,0,0
5,0,31,6.079488195,1,0,0,1
5,0,24,4.956561615,1,1,1,1
5,0,31,5.686776055,0,0,0,1
6,0,22,5.911535145,1,0,1,1
13,0,40,6.113167814,0,0,0,1
5,0,29,5.448027201,1,1,1,0
6,0,48,5.80799512,1,1,0,1
3,0,21,5.065407126,0,1,0,0
6,1,41,6.186221937,0,0,0,0
7,0,49,5.207821365,1,0,0,1
11,0,43,6.016502891,1,1,1,1
7,1,27,6.274421642,1,1,0,1
13,0,60,5.930957349,0,0,0,1
1,0,40,5.218663269,0,0,0,0
27,1,50,5.984528525,0,0,0,0
1,0,30,6.194556061,0,1,0,1
4,0,21,5.706937489,0,0,0,1
10,1,41,5.543655316,1,1,1,1
4,0,25,5.805687297,0,0,0,0
6,0,37,6.11852367,0,0,0,1
2,0,20,4.738788633,0,1,0,1
2,0,20,5.32204704,0,0,0,1
2,0,39,5.530324957,1,0,0,1
9,0,51,4.895365282,0,1,0,1
3,0,36,5.924476388,1,1,0,1
1,1,22,5.522601317,1,1,1,1
11,1,43,5.040696047,0,1,0,1
5,1,28,5.225696357,0,0,0,1
5,1,37,5.888549667,1,0,1,1
7,1,35,5.342812281,1,0,1,1
5,0,32,5.473064602,0,0,0,1
5,0,39,6.244667195,0,0,0,1
0,1,30,5.033188784,1,0,1,1
3,0,22,5.585268605,1,0,1,1
7,0,50,6.247709899,1,1,1,1
1,1,40,6.21634332,1,0,0,1
20,0,32,5.412698086,0,1,1,1
4,0,35,6.231283752,1,0,1,1
5,0,35,5.431876362,1,1,1,1
14,0,25,5.413573163,0,0,0,0
13,0,21,4.711617222,0,1,0,0
5,0,41,6.195316382,1,0,1,1
0,0,48,5.482394839,0,1,0,1
2,1,25,5.284204279,0,1,0,1
0,1,49,5.530107521,1,0,1,1
6,0,27,5.610718178,1,1,1,0
3,1,28,5.932790057,0,1,0,1
26,0,22,5.728422906,0,0,0,1
1,0,22,5.216568434,0,0,0,1
6,1,47,6.279845361,1,0,1,1
1,1,31,5.791273505,0,1,0,1
1,1,24,5.86359986,0,0,0,1
2,0,36,4.77796942,0,1,1,1
6,1,28,5.419231113,1,1,0,1
4,0,25,5.704163258,1,0,0,1
2,1,43,5.506198073,1,0,1,1
1,0,42,5.203971018,1,1,0,1
4,0,58,4.357371711,1,1,0,1
4,0,25,5.176802054,0,1,0,1
13,0,57,6.404135944,1,0,0,1
3,0,48,5.939372374,1,0,1,1
2,0,57,5.599526968,1,0,0,1
2,1,30,5.688154368,1,0,1,1
5,0,42,5.053295589,0,1,1,1
15,1,49,6.291240064,0,0,0,1
1,0,36,5.866446838,1,0,0,1
2,0,23,5.374349843,1,1,0,1
13,0,60,6.026109411,1,1,0,1
7,0,34,5.029587632,1,1,1,1
7,0,31,5.858985687,1,1,1,1
1,1,22,5.424729627,1,0,1,1
10,0,22,5.192806701,1,1,1,1
1,1,34,4.662716399,0,1,0,0
3,0,56,4.86578627,0,1,1,1
5,1,49,5.927775856,0,0,0,1
2,0,45,6.978366069,1,0,1,1
1,1,24,5.229380813,0,1,0,1
1,1,31,6.099777137,1,0,1,1
1,0,24,6.305157054,0,1,0,1
2,1,31,6.518886141,1,0,1,1
6,1,31,5.947223603,0,1,1,1
1,1,35,4.897832709,0,1,1,0
3,0,39,5.297475759,0,0,1,0
0,0,21,5.786748674,0,0,0,1
1,1,20,5.655720795,1,0,1,1
2,1,24,5.067230267,0,0,0,1
5,1,31,5.266774182,1,1,1,1
0,0,47,5.142544804,0,1,1,1
5,0,35,6.170969115,1,0,1,1
5,0,38,6.677792,1,0,1,1
0,1,32,6.019356574,1,1,0,1
2,0,30,5.545672174,0,0,0,1
1,1,50,5.305051179,1,1,1,1
3,1,21,4.948867047,0,0,0,1
1,1,24,5.048503531,0,0,0,1
2,0,24,5.409423368,1,0,1,1
2,0,23,4.958314831,1,1,1,1
0,1,28,5.971626858,1,0,1,1
2,0,38,5.679317899,1,1,0,1
1,0,31,5.99878182,1,0,1,1
26,0,35,6.882552978,1,0,1,1
0,0,26,6.318928626,1,0,1,1
3,1,20,5.640025595,1,0,0,1
1,1,20,5.353845458,1,0,1,1
3,0,40,4.536002902,1,1,0,1
4,1,42,4.959995123,0,1,0,1
0,1,35,5.607085015,1,1,1,1
4,1,37,5.363881326,1,0,1,1
1,1,43,5.963613493,0,0,1,1
2,1,30,5.965317823,1,0,0,1
4,1,57,5.312667122,1,0,0,1
0,1,21,5.695434104,1,1,0,1
0,1,40,6.752317829,1,0,1,1
1,0,43,5.28233578,1,1,0,1
19,0,44,5.277960208,0,0,0,1
1,1,28,5.134393387,0,1,0,1
2,1,29,5.849067804,1,1,1,1
6,1,21,5.381723757,0,1,0,0
15,0,48,6.43195954,0,0,0,1
5,1,42,5.954761837,0,1,1,1
8,1,40,6.071555003,1,0,1,1
2,1,32,5.355157736,1,0,0,0
5,0,34,5.861821077,0,0,0,0
3,1,32,6.615681768,0,0,0,1
6,0,35,4.95638135,1,1,1,0
17,0,44,6.84855916,1,0,0,1
1,0,21,5.405153798,0,0,1,0
6,1,44,6.057805043,0,1,1,1
10,0,61,6.478182795,1,0,0,1
3,0,38,6.403448287,1,0,0,1
8,0,56,5.22315419,1,0,1,1
0,1,57,5.944109977,1,1,0,1
1,1,42,5.950803611,1,1,0,1
1,1,43,6.130952404,1,1,0,1
1,0,44,7.346952292,1,0,0,1
13,1,26,5.930218209,0,0,0,0
3,0,60,5.926525717,0,1,0,1
2,0,53,6.674029503,1,0,0,1
11,1,45,7.376979653,0,0,0,1
1,0,60,6.037078869,0,1,0,1
6,0,59,5.882396669,0,1,0,1
1,0,27,6.205679839,0,0,0,1
4,0,28,6.016247618,0,1,0,1
10,0,35,6.070413123,1,0,1,1
1,1,21,5.396769965,0,1,1,0
2,1,24,5.004088448,1,0,0,1
5,1,53,6.595241852,0,0,0,1
7,0,59,5.736369781,1,0,0,1
10,1,46,6.709882663,1,0,1,1
4,1,42,5.730112253,1,1,0,1
6,1,39,6.074367018,0,0,0,1
4,1,37,7.405738659,0,1,1,1
3,1,59,6.165251914,1,0,0,1
2,1,59,5.948988888,1,0,1,1
1,1,42,5.9375727,1,1,0,1
3,0,22,5.369791843,0,0,0,1
4,0,33,5.981288708,1,0,1,1
8,0,27,5.087228057,0,0,0,1
2,1,39,6.988185167,1,0,1,1
22,0,44,6.346550527,1,0,0,1
3,0,20,5.057182369,0,0,0,1
13,0,33,5.233693822,1,1,1,0
1,1,38,5.28879719,1,1,1,1
2,0,43,6.381070465,1,0,1,1
5,0,44,4.661946841,1,1,1,1
2,0,52,4.901874631,0,1,0,0
2,0,29,5.235122476,0,0,0,0
1,0,31,5.452516689,1,0,0,1
1,0,25,4.992911108,1,1,1,0
7,1,40,5.36540863,1,1,1,1
1,1,31,4.853167624,1,1,1,1
3,1,37,5.65684821,1,1,1,1
2,0,37,5.640663235,0,0,0,1
26,1,39,5.080628113,1,1,1,1
14,1,22,5.252080805,0,0,1,0
1,0,40,5.138963121,1,0,1,1
20,0,56,5.511206353,1,1,0,0
13,1,32,6.304743809,1,1,1,1
7,1,32,5.661751663,1,0,1,1
7,0,31,5.174987842,1,0,1,0
1,0,28,6.629764777,1,1,0,1
14,0,34,5.195063249,0,1,1,0
0,0,29,5.822275443,0,0,0,1
3,0,49,5.703927626,0,1,0,1
2,0,40,6.1553919,0,0,0,1
1,0,20,5.526453909,0,1,1,1
1,1,37,5.66519693,1,0,0,1
0,1,61,6.180334714,1,0,0,1
12,0,46,6.139120224,1,0,0,1
4,0,20,5.438186445,0,0,0,0
11,1,43,6.34542259,1,0,1,0
1,1,60,5.277431947,1,1,0,1
12,0,32,6.11527916,0,0,0,1
0,1,39,7.577625274,0,0,0,1
6,0,39,5.01751098,0,1,1,0
1,1,40,5.68190734,0,0,0,1
1,0,41,5.145426736,1,0,1,1
1,1,27,5.21718835,0,0,0,1
5,0,44,5.139589201,1,1,0,1
0,0,31,5.323684066,1,1,0,1
13,0,57,5.731532544,1,1,0,1
1,0,26,6.136208653,0,0,0,1
2,0,23,5.624363699,0,1,0,1
1,0,29,6.02087844,1,0,0,1
6,0,43,5.230753037,0,1,0,1
10,1,20,5.26324962,0,0,0,1
1,0,50,6.526744127,0,0,0,1
11,0,40,6.174880608,1,0,0,1
4,0,47,6.234220693,0,1,1,1
2,0,37,6.388041568,1,0,1,1
2,0,28,6.13948566,1,0,0,1
11,0,47,6.694795315,0,0,0,1
3,0,33,7.056681178,0,0,0,1
3,0,21,5.992174722,0,0,0,1
4,1,27,6.372312752,1,1,0,1
1,1,30,6.237543307,1,1,0,1
16,1,20,5.447429094,0,0,0,1
17,0,38,6.28854627,1,0,1,1
13,0,32,6.15508868,1,0,0,1
3,1,40,5.751523975,1,0,1,1
6,1,44,7.221946756,1,1,0,1
0,1,23,5.429090742,1,1,0,1
8,0,24,5.887551406,0,0,0,1
2,0,22,5.759380019,0,0,1,1
5,0,22,5.136067296,0,1,1,1
12,0,57,6.818467643,0,0,0,1
3,0,26,5.857110357,0,0,0,1
3,0,34,6.192817797,1,0,1,1
3,0,21,6.10499251,0,0,0,1
7,1,30,5.750107121,0,1,0,1
2,1,25,5.629773737,0,0,0,1
1,0,23,5.57844236,0,0,0,1
1,1,36,6.008000365,0,0,1,1
21,0,44,6.170940355,0,1,0,1
6,0,30,6.326619996,0,0,0,1
17,0,42,6.337434393,1,0,1,1
14,0,50,5.710429567,0,1,1,1
3,0,24,5.496403304,0,0,0,1
1,0,43,6.528120211,1,0,0,1
7,0,23,5.841985922,0,0,0,1
9,1,25,5.996564134,1,1,0,1
11,1,30,5.940248326,0,0,0,1
12,0,61,6.125988054,1,0,0,1
0,1,21,5.555027799,1,0,1,1
3,0,32,6.458712714,1,1,1,1
3,1,41,5.972232072,1,1,0,1
8,1,27,5.612900835,0,0,0,1
